tool	rank	metric	sample	value
Gold standard	family	Jaccard index	marmgCAMI2_short_read_sample_0	1.0
Gold standard	genus	True positives	marmgCAMI2_short_read_sample_0	181.0
Gold standard	genus	False negatives	marmgCAMI2_short_read_sample_0	0.0
Gold standard	genus	False positives	marmgCAMI2_short_read_sample_0	0.0
Gold standard	genus	Completeness	marmgCAMI2_short_read_sample_0	1.0
Gold standard	genus	Purity	marmgCAMI2_short_read_sample_0	1.0
Gold standard	genus	F1 score	marmgCAMI2_short_read_sample_0	1.0
Gold standard	genus	Jaccard index	marmgCAMI2_short_read_sample_0	1.0
Gold standard	species	True positives	marmgCAMI2_short_read_sample_0	256.0
Gold standard	species	False negatives	marmgCAMI2_short_read_sample_0	0.0
Gold standard	species	False positives	marmgCAMI2_short_read_sample_0	0.0
Gold standard	species	Completeness	marmgCAMI2_short_read_sample_0	1.0
Gold standard	species	Purity	marmgCAMI2_short_read_sample_0	1.0
Gold standard	species	F1 score	marmgCAMI2_short_read_sample_0	1.0
Gold standard	species	Jaccard index	marmgCAMI2_short_read_sample_0	1.0
Gold standard	strain	True positives	marmgCAMI2_short_read_sample_0	389.0
Gold standard	strain	False negatives	marmgCAMI2_short_read_sample_0	0.0
Gold standard	strain	False positives	marmgCAMI2_short_read_sample_0	0.0
Gold standard	strain	Completeness	marmgCAMI2_short_read_sample_0	1.0
Gold standard	strain	Purity	marmgCAMI2_short_read_sample_0	1.0
Gold standard	strain	F1 score	marmgCAMI2_short_read_sample_0	1.0
Gold standard	strain	Jaccard index	marmgCAMI2_short_read_sample_0	1.0
Gold standard	superkingdom	L1 norm error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	phylum	L1 norm error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	class	L1 norm error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	order	L1 norm error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	family	L1 norm error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	genus	L1 norm error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	species	L1 norm error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	strain	L1 norm error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	na	Weighted UniFrac error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	na	Unweighted UniFrac error	marmgCAMI2_short_read_sample_0	0.0
Gold standard	na	Weighted UniFrac (CAMI)	marmgCAMI2_short_read_sample_0	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	marmgCAMI2_short_read_sample_0	0.0
Gold standard	superkingdom	Sum of abundances	marmgCAMI2_short_read_sample_0	1.0
Gold standard	phylum	Sum of abundances	marmgCAMI2_short_read_sample_0	0.9999999999999999
Gold standard	class	Sum of abundances	marmgCAMI2_short_read_sample_0	1.0
Gold standard	order	Sum of abundances	marmgCAMI2_short_read_sample_0	0.9999999999999996
Gold standard	family	Sum of abundances	marmgCAMI2_short_read_sample_0	0.9999999999999993
Gold standard	genus	Sum of abundances	marmgCAMI2_short_read_sample_0	0.999999999999998
Gold standard	species	Sum of abundances	marmgCAMI2_short_read_sample_0	0.9999999999999987
Gold standard	strain	Sum of abundances	marmgCAMI2_short_read_sample_0	0.9999999999999976
Gold standard	superkingdom	Taxon counts	marmgCAMI2_short_read_sample_0	2.0
Gold standard	phylum	Taxon counts	marmgCAMI2_short_read_sample_0	17.0
Gold standard	class	Taxon counts	marmgCAMI2_short_read_sample_0	25.0
Gold standard	order	Taxon counts	marmgCAMI2_short_read_sample_0	67.0
Gold standard	family	Taxon counts	marmgCAMI2_short_read_sample_0	109.0
Gold standard	genus	Taxon counts	marmgCAMI2_short_read_sample_0	181.0
Gold standard	species	Taxon counts	marmgCAMI2_short_read_sample_0	256.0
Gold standard	strain	Taxon counts	marmgCAMI2_short_read_sample_0	389.0
Gold standard	superkingdom	Bray-Curtis distance	marmgCAMI2_short_read_sample_1	0.0
Gold standard	phylum	Bray-Curtis distance	marmgCAMI2_short_read_sample_1	0.0
Gold standard	class	Bray-Curtis distance	marmgCAMI2_short_read_sample_1	0.0
Gold standard	order	Bray-Curtis distance	marmgCAMI2_short_read_sample_1	0.0
Gold standard	family	Bray-Curtis distance	marmgCAMI2_short_read_sample_1	0.0
Gold standard	genus	Bray-Curtis distance	marmgCAMI2_short_read_sample_1	0.0
Gold standard	species	Bray-Curtis distance	marmgCAMI2_short_read_sample_1	0.0
Gold standard	strain	Bray-Curtis distance	marmgCAMI2_short_read_sample_1	0.0
Gold standard	superkingdom	Shannon diversity	marmgCAMI2_short_read_sample_1	0.3660474043641706
Gold standard	superkingdom	Shannon equitability	marmgCAMI2_short_read_sample_1	0.5280947750064661
Gold standard	phylum	Shannon diversity	marmgCAMI2_short_read_sample_1	1.3644073377802768
Gold standard	phylum	Shannon equitability	marmgCAMI2_short_read_sample_1	0.44815151331271785
Gold standard	class	Shannon diversity	marmgCAMI2_short_read_sample_1	1.9357994280657782
Gold standard	class	Shannon equitability	marmgCAMI2_short_read_sample_1	0.5637177172755395
Gold standard	order	Shannon diversity	marmgCAMI2_short_read_sample_1	3.19619429587399
Gold standard	order	Shannon equitability	marmgCAMI2_short_read_sample_1	0.7473565171857155
Gold standard	family	Shannon diversity	marmgCAMI2_short_read_sample_1	3.7364730522402105
Gold standard	family	Shannon equitability	marmgCAMI2_short_read_sample_1	0.7846149895822514
Gold standard	genus	Shannon diversity	marmgCAMI2_short_read_sample_1	4.207906005505757
Gold standard	genus	Shannon equitability	marmgCAMI2_short_read_sample_1	0.7919711793790901
Gold standard	species	Shannon diversity	marmgCAMI2_short_read_sample_1	4.641089692927258
Gold standard	species	Shannon equitability	marmgCAMI2_short_read_sample_1	0.8136863061572142
Gold standard	strain	Shannon diversity	marmgCAMI2_short_read_sample_1	5.060055239486406
Gold standard	strain	Shannon equitability	marmgCAMI2_short_read_sample_1	0.8282616101141522
Gold standard	superkingdom	True positives	marmgCAMI2_short_read_sample_1	2.0
Gold standard	superkingdom	False negatives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	superkingdom	False positives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	superkingdom	Completeness	marmgCAMI2_short_read_sample_1	1.0
Gold standard	superkingdom	Purity	marmgCAMI2_short_read_sample_1	1.0
Gold standard	superkingdom	F1 score	marmgCAMI2_short_read_sample_1	1.0
Gold standard	superkingdom	Jaccard index	marmgCAMI2_short_read_sample_1	1.0
Gold standard	phylum	True positives	marmgCAMI2_short_read_sample_1	21.0
Gold standard	phylum	False negatives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	phylum	False positives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	phylum	Completeness	marmgCAMI2_short_read_sample_1	1.0
Gold standard	phylum	Purity	marmgCAMI2_short_read_sample_1	1.0
Gold standard	phylum	F1 score	marmgCAMI2_short_read_sample_1	1.0
Gold standard	phylum	Jaccard index	marmgCAMI2_short_read_sample_1	1.0
Gold standard	class	True positives	marmgCAMI2_short_read_sample_1	31.0
Gold standard	class	False negatives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	class	False positives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	class	Completeness	marmgCAMI2_short_read_sample_1	1.0
Gold standard	class	Purity	marmgCAMI2_short_read_sample_1	1.0
Gold standard	class	F1 score	marmgCAMI2_short_read_sample_1	1.0
Gold standard	class	Jaccard index	marmgCAMI2_short_read_sample_1	1.0
Gold standard	order	True positives	marmgCAMI2_short_read_sample_1	72.0
Gold standard	order	False negatives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	order	False positives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	order	Completeness	marmgCAMI2_short_read_sample_1	1.0
Gold standard	order	Purity	marmgCAMI2_short_read_sample_1	1.0
Gold standard	order	F1 score	marmgCAMI2_short_read_sample_1	1.0
Gold standard	order	Jaccard index	marmgCAMI2_short_read_sample_1	1.0
Gold standard	family	True positives	marmgCAMI2_short_read_sample_1	117.0
Gold standard	family	False negatives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	family	False positives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	family	Completeness	marmgCAMI2_short_read_sample_1	1.0
Gold standard	family	Purity	marmgCAMI2_short_read_sample_1	1.0
Gold standard	family	F1 score	marmgCAMI2_short_read_sample_1	1.0
Gold standard	family	Jaccard index	marmgCAMI2_short_read_sample_1	1.0
Gold standard	genus	True positives	marmgCAMI2_short_read_sample_1	203.0
Gold standard	genus	False negatives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	genus	False positives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	genus	Completeness	marmgCAMI2_short_read_sample_1	1.0
Gold standard	genus	Purity	marmgCAMI2_short_read_sample_1	1.0
Gold standard	genus	F1 score	marmgCAMI2_short_read_sample_1	1.0
Gold standard	genus	Jaccard index	marmgCAMI2_short_read_sample_1	1.0
Gold standard	species	True positives	marmgCAMI2_short_read_sample_1	300.0
Gold standard	species	False negatives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	species	False positives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	species	Completeness	marmgCAMI2_short_read_sample_1	1.0
Gold standard	species	Purity	marmgCAMI2_short_read_sample_1	1.0
Gold standard	species	F1 score	marmgCAMI2_short_read_sample_1	1.0
Gold standard	species	Jaccard index	marmgCAMI2_short_read_sample_1	1.0
Gold standard	strain	True positives	marmgCAMI2_short_read_sample_1	450.0
Gold standard	strain	False negatives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	strain	False positives	marmgCAMI2_short_read_sample_1	0.0
Gold standard	strain	Completeness	marmgCAMI2_short_read_sample_1	1.0
Gold standard	strain	Purity	marmgCAMI2_short_read_sample_1	1.0
Gold standard	strain	F1 score	marmgCAMI2_short_read_sample_1	1.0
Gold standard	strain	Jaccard index	marmgCAMI2_short_read_sample_1	1.0
Gold standard	superkingdom	L1 norm error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	phylum	L1 norm error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	class	L1 norm error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	order	L1 norm error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	family	L1 norm error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	genus	L1 norm error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	species	L1 norm error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	strain	L1 norm error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	na	Weighted UniFrac error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	na	Unweighted UniFrac error	marmgCAMI2_short_read_sample_1	0.0
Gold standard	na	Weighted UniFrac (CAMI)	marmgCAMI2_short_read_sample_1	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	marmgCAMI2_short_read_sample_1	0.0
Gold standard	superkingdom	Sum of abundances	marmgCAMI2_short_read_sample_1	1.0
Gold standard	phylum	Sum of abundances	marmgCAMI2_short_read_sample_1	0.9999999999999997
Gold standard	class	Sum of abundances	marmgCAMI2_short_read_sample_1	1.0
Gold standard	order	Sum of abundances	marmgCAMI2_short_read_sample_1	1.0000000000000002
Gold standard	family	Sum of abundances	marmgCAMI2_short_read_sample_1	1.0000000000000007
Gold standard	genus	Sum of abundances	marmgCAMI2_short_read_sample_1	1.0000000000000018
Gold standard	species	Sum of abundances	marmgCAMI2_short_read_sample_1	1.0000000000000013
Gold standard	strain	Sum of abundances	marmgCAMI2_short_read_sample_1	1.0000000000000018
Gold standard	superkingdom	Taxon counts	marmgCAMI2_short_read_sample_1	2.0
Gold standard	phylum	Taxon counts	marmgCAMI2_short_read_sample_1	21.0
Gold standard	class	Taxon counts	marmgCAMI2_short_read_sample_1	31.0
Gold standard	order	Taxon counts	marmgCAMI2_short_read_sample_1	72.0
Gold standard	family	Taxon counts	marmgCAMI2_short_read_sample_1	117.0
Gold standard	genus	Taxon counts	marmgCAMI2_short_read_sample_1	203.0
Gold standard	species	Taxon counts	marmgCAMI2_short_read_sample_1	300.0
Gold standard	strain	Taxon counts	marmgCAMI2_short_read_sample_1	450.0
Gold standard	superkingdom	Bray-Curtis distance	marmgCAMI2_short_read_sample_2	0.0
Gold standard	phylum	Bray-Curtis distance	marmgCAMI2_short_read_sample_2	0.0
Gold standard	class	Bray-Curtis distance	marmgCAMI2_short_read_sample_2	0.0
Gold standard	order	Bray-Curtis distance	marmgCAMI2_short_read_sample_2	0.0
Gold standard	family	Bray-Curtis distance	marmgCAMI2_short_read_sample_2	0.0
Gold standard	genus	Bray-Curtis distance	marmgCAMI2_short_read_sample_2	0.0
Gold standard	species	Bray-Curtis distance	marmgCAMI2_short_read_sample_2	0.0
Gold standard	strain	Bray-Curtis distance	marmgCAMI2_short_read_sample_2	0.0
Gold standard	superkingdom	Shannon diversity	marmgCAMI2_short_read_sample_2	0.3831805720931298
Gold standard	superkingdom	Shannon equitability	marmgCAMI2_short_read_sample_2	0.5528127111237543
Gold standard	phylum	Shannon diversity	marmgCAMI2_short_read_sample_2	1.3146656607988705
Gold standard	phylum	Shannon equitability	marmgCAMI2_short_read_sample_2	0.42531465699234555
Gold standard	class	Shannon diversity	marmgCAMI2_short_read_sample_2	1.886713045137074
Gold standard	class	Shannon equitability	marmgCAMI2_short_read_sample_2	0.5662056573586093
Gold standard	order	Shannon diversity	marmgCAMI2_short_read_sample_2	3.042985594460437
Gold standard	order	Shannon equitability	marmgCAMI2_short_read_sample_2	0.7211707637664887
Gold standard	family	Shannon diversity	marmgCAMI2_short_read_sample_2	3.501737900820372
Gold standard	family	Shannon equitability	marmgCAMI2_short_read_sample_2	0.7508917410847227
Gold standard	genus	Shannon diversity	marmgCAMI2_short_read_sample_2	4.005432008874191
Gold standard	genus	Shannon equitability	marmgCAMI2_short_read_sample_2	0.7588755204226907
Gold standard	species	Shannon diversity	marmgCAMI2_short_read_sample_2	4.40594431446958
Gold standard	species	Shannon equitability	marmgCAMI2_short_read_sample_2	0.7849356421164441
Gold standard	strain	Shannon diversity	marmgCAMI2_short_read_sample_2	4.817475510574796
Gold standard	strain	Shannon equitability	marmgCAMI2_short_read_sample_2	0.7947718799306055
Gold standard	superkingdom	True positives	marmgCAMI2_short_read_sample_2	2.0
Gold standard	superkingdom	False negatives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	superkingdom	False positives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	superkingdom	Completeness	marmgCAMI2_short_read_sample_2	1.0
Gold standard	superkingdom	Purity	marmgCAMI2_short_read_sample_2	1.0
Gold standard	superkingdom	F1 score	marmgCAMI2_short_read_sample_2	1.0
Gold standard	superkingdom	Jaccard index	marmgCAMI2_short_read_sample_2	1.0
Gold standard	phylum	True positives	marmgCAMI2_short_read_sample_2	22.0
Gold standard	phylum	False negatives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	phylum	False positives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	phylum	Completeness	marmgCAMI2_short_read_sample_2	1.0
Gold standard	phylum	Purity	marmgCAMI2_short_read_sample_2	1.0
Gold standard	phylum	F1 score	marmgCAMI2_short_read_sample_2	1.0
Gold standard	phylum	Jaccard index	marmgCAMI2_short_read_sample_2	1.0
Gold standard	class	True positives	marmgCAMI2_short_read_sample_2	28.0
Gold standard	class	False negatives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	class	False positives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	class	Completeness	marmgCAMI2_short_read_sample_2	1.0
Gold standard	class	Purity	marmgCAMI2_short_read_sample_2	1.0
Gold standard	class	F1 score	marmgCAMI2_short_read_sample_2	1.0
Gold standard	class	Jaccard index	marmgCAMI2_short_read_sample_2	1.0
Gold standard	order	True positives	marmgCAMI2_short_read_sample_2	68.0
Gold standard	order	False negatives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	order	False positives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	order	Completeness	marmgCAMI2_short_read_sample_2	1.0
Gold standard	order	Purity	marmgCAMI2_short_read_sample_2	1.0
Gold standard	order	F1 score	marmgCAMI2_short_read_sample_2	1.0
Gold standard	order	Jaccard index	marmgCAMI2_short_read_sample_2	1.0
Gold standard	family	True positives	marmgCAMI2_short_read_sample_2	106.0
Gold standard	family	False negatives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	family	False positives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	family	Completeness	marmgCAMI2_short_read_sample_2	1.0
Gold standard	family	Purity	marmgCAMI2_short_read_sample_2	1.0
Gold standard	family	F1 score	marmgCAMI2_short_read_sample_2	1.0
Gold standard	family	Jaccard index	marmgCAMI2_short_read_sample_2	1.0
Gold standard	genus	True positives	marmgCAMI2_short_read_sample_2	196.0
Gold standard	genus	False negatives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	genus	False positives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	genus	Completeness	marmgCAMI2_short_read_sample_2	1.0
Gold standard	genus	Purity	marmgCAMI2_short_read_sample_2	1.0
Gold standard	genus	F1 score	marmgCAMI2_short_read_sample_2	1.0
Gold standard	genus	Jaccard index	marmgCAMI2_short_read_sample_2	1.0
Gold standard	species	True positives	marmgCAMI2_short_read_sample_2	274.0
Gold standard	species	False negatives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	species	False positives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	species	Completeness	marmgCAMI2_short_read_sample_2	1.0
Gold standard	species	Purity	marmgCAMI2_short_read_sample_2	1.0
Gold standard	species	F1 score	marmgCAMI2_short_read_sample_2	1.0
Gold standard	species	Jaccard index	marmgCAMI2_short_read_sample_2	1.0
Gold standard	strain	True positives	marmgCAMI2_short_read_sample_2	429.0
Gold standard	strain	False negatives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	strain	False positives	marmgCAMI2_short_read_sample_2	0.0
Gold standard	strain	Completeness	marmgCAMI2_short_read_sample_2	1.0
Gold standard	strain	Purity	marmgCAMI2_short_read_sample_2	1.0
Gold standard	strain	F1 score	marmgCAMI2_short_read_sample_2	1.0
Gold standard	strain	Jaccard index	marmgCAMI2_short_read_sample_2	1.0
Gold standard	superkingdom	L1 norm error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	phylum	L1 norm error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	class	L1 norm error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	order	L1 norm error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	family	L1 norm error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	genus	L1 norm error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	species	L1 norm error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	strain	L1 norm error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	na	Weighted UniFrac error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	na	Unweighted UniFrac error	marmgCAMI2_short_read_sample_2	0.0
Gold standard	na	Weighted UniFrac (CAMI)	marmgCAMI2_short_read_sample_2	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	marmgCAMI2_short_read_sample_2	0.0
Gold standard	superkingdom	Sum of abundances	marmgCAMI2_short_read_sample_2	1.0000000000000002
Gold standard	phylum	Sum of abundances	marmgCAMI2_short_read_sample_2	1.0000000000000002
Gold standard	class	Sum of abundances	marmgCAMI2_short_read_sample_2	0.9999999999999999
Gold standard	order	Sum of abundances	marmgCAMI2_short_read_sample_2	1.0
Gold standard	family	Sum of abundances	marmgCAMI2_short_read_sample_2	1.0000000000000004
Gold standard	genus	Sum of abundances	marmgCAMI2_short_read_sample_2	1.0000000000000002
Gold standard	species	Sum of abundances	marmgCAMI2_short_read_sample_2	1.0000000000000029
Gold standard	strain	Sum of abundances	marmgCAMI2_short_read_sample_2	0.9999999999999997
Gold standard	superkingdom	Taxon counts	marmgCAMI2_short_read_sample_2	2.0
Gold standard	phylum	Taxon counts	marmgCAMI2_short_read_sample_2	22.0
Gold standard	class	Taxon counts	marmgCAMI2_short_read_sample_2	28.0
Gold standard	order	Taxon counts	marmgCAMI2_short_read_sample_2	68.0
Gold standard	family	Taxon counts	marmgCAMI2_short_read_sample_2	106.0
Gold standard	genus	Taxon counts	marmgCAMI2_short_read_sample_2	196.0
Gold standard	species	Taxon counts	marmgCAMI2_short_read_sample_2	274.0
Gold standard	strain	Taxon counts	marmgCAMI2_short_read_sample_2	429.0
Gold standard	superkingdom	Bray-Curtis distance	marmgCAMI2_short_read_sample_3	0.0
Gold standard	phylum	Bray-Curtis distance	marmgCAMI2_short_read_sample_3	0.0
Gold standard	class	Bray-Curtis distance	marmgCAMI2_short_read_sample_3	0.0
Gold standard	order	Bray-Curtis distance	marmgCAMI2_short_read_sample_3	0.0
Gold standard	family	Bray-Curtis distance	marmgCAMI2_short_read_sample_3	0.0
Gold standard	genus	Bray-Curtis distance	marmgCAMI2_short_read_sample_3	0.0
Gold standard	species	Bray-Curtis distance	marmgCAMI2_short_read_sample_3	0.0
Gold standard	strain	Bray-Curtis distance	marmgCAMI2_short_read_sample_3	0.0
Gold standard	superkingdom	Shannon diversity	marmgCAMI2_short_read_sample_3	0.3605812683281998
Gold standard	superkingdom	Shannon equitability	marmgCAMI2_short_read_sample_3	0.5202088076545466
Gold standard	phylum	Shannon diversity	marmgCAMI2_short_read_sample_3	1.3524315490203507
Gold standard	phylum	Shannon equitability	marmgCAMI2_short_read_sample_3	0.43753250543387984
Gold standard	class	Shannon diversity	marmgCAMI2_short_read_sample_3	2.0005428644427474
Gold standard	class	Shannon equitability	marmgCAMI2_short_read_sample_3	0.5825714381899354
Gold standard	order	Shannon diversity	marmgCAMI2_short_read_sample_3	3.1797423838210905
Gold standard	order	Shannon equitability	marmgCAMI2_short_read_sample_3	0.7387765554107651
Gold standard	family	Shannon diversity	marmgCAMI2_short_read_sample_3	3.608205925705146
Gold standard	family	Shannon equitability	marmgCAMI2_short_read_sample_3	0.7536735559168593
Gold standard	genus	Shannon diversity	marmgCAMI2_short_read_sample_3	4.204215069258736
Gold standard	genus	Shannon equitability	marmgCAMI2_short_read_sample_3	0.7718776916120244
Gold standard	species	Shannon diversity	marmgCAMI2_short_read_sample_3	4.638612348390757
Gold standard	species	Shannon equitability	marmgCAMI2_short_read_sample_3	0.7805433189963378
Gold standard	strain	Shannon diversity	marmgCAMI2_short_read_sample_3	5.109638544504152
Gold standard	strain	Shannon equitability	marmgCAMI2_short_read_sample_3	0.797729320348865
Gold standard	superkingdom	True positives	marmgCAMI2_short_read_sample_3	2.0
Gold standard	superkingdom	False negatives	marmgCAMI2_short_read_sample_3	0.0
Gold standard	superkingdom	False positives	marmgCAMI2_short_read_sample_3	0.0
Gold standard	superkingdom	Completeness	marmgCAMI2_short_read_sample_3	1.0
Gold standard	superkingdom	Purity	marmgCAMI2_short_read_sample_3	1.0
Gold standard	superkingdom	F1 score	marmgCAMI2_short_read_sample_3	1.0
Gold standard	superkingdom	Jaccard index	marmgCAMI2_short_read_sample_3	1.0
Gold standard	phylum	True positives	marmgCAMI2_short_read_sample_3	22.0
Gold standard	phylum	False negatives	marmgCAMI2_short_read_sample_3	0.0
Gold standard	phylum	False positives	marmgCAMI2_short_read_sample_3	0.0
Gold standard	phylum	Completeness	marmgCAMI2_short_read_sample_3	1.0
