,Taxonomic_rank,Taxon,Reference_genome_in_phylum,Distance_to_closest,Precision,Recall,F1,Method
23,genus,28889,167,0.104570866,0.8730771289936545,0.5260370411383577,0.6565120086204507,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
24,order,28889,167,0.104570866,0.8860887362399742,0.5343207975803403,0.6666419730251214,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
25,phylum,28889,167,0.104570866,0.9141390327114728,0.5505687105727226,0.6872263968014187,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
26,species,28889,167,0.104570866,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
27,superkingdom,28889,167,0.104570866,0.9383968202388776,0.5656658368752853,0.7058422611843822,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
28,class,28889,167,0.048820567,0.9840303919371477,0.8707901060466108,0.9239485012560323,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
29,family,28889,167,0.048820567,0.98240661026297,0.8693426763852018,0.9224179384680364,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
30,genus,28889,167,0.048820567,0.9764864303265509,0.8661205113136634,0.917993216292078,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
31,order,28889,167,0.048820567,0.9828565525520918,0.8695162246852467,0.9227139546793075,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
32,phylum,28889,167,0.048820567,0.9838138765964786,0.8711449218910391,0.9240526993033696,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
33,species,28889,167,0.048820567,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
34,superkingdom,28889,167,0.048820567,0.987405843930714,0.8728102769671013,0.926573343356941,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
35,class,28890,407,0.020325247,0.9859938271027285,0.9568515954940702,0.9711991490849543,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
36,family,28890,407,0.020325247,0.9862255929754872,0.9566334284433888,0.9711991491199431,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
37,genus,28890,407,0.020325247,0.9851921567082051,0.9556167550240224,0.9701741117395976,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
38,order,28890,407,0.020325247,0.986148325579193,0.9567061397387309,0.9711991491082207,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
39,phylum,28890,407,0.020325247,0.9877825575302647,0.958382660814379,0.9728555444222527,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
40,species,28890,407,0.020325247,0.6098598202840709,0.44845092163913697,0.516841799736577,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
41,superkingdom,28890,407,0.020325247,0.9889543329653078,0.9596725286598434,0.9740884247200426,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
42,class,28890,407,0.226798973,0.7115706029531611,0.545954164811044,0.6178516001272534,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
43,family,28890,407,0.226798973,0.5446576812812145,0.4645549584604617,0.501422414716203,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
44,genus,28890,407,0.226798973,0.11382805653514501,0.14548944333157726,0.12772097513240774,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
45,order,28890,407,0.226798973,0.7139742697314452,0.5445475806635456,0.6178516040198067,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
46,phylum,28890,407,0.226798973,0.7867455127424301,0.5930007833911376,0.6762653762741875,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
47,species,28890,407,0.226798973,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
48,superkingdom,28890,407,0.226798973,0.8138218112450323,0.6232261601728891,0.7058797245134742,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
49,class,28890,407,0.1203173,0.9642189275386596,0.7717054202571005,0.8572823893264166,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
50,family,28890,407,0.1203173,0.9647955245052477,0.7713364793233805,0.8572823899170969,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
51,genus,28890,407,0.1203173,0.9461388833016652,0.7612288333341843,0.8436659226488491,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
52,order,28890,407,0.1203173,0.9646652649208892,0.77141975772786,0.8572823897834707,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
53,phylum,28890,407,0.1203173,0.9711505238260296,0.7764256336663762,0.8629344626178579,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
54,species,28890,407,0.1203173,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
55,superkingdom,28890,407,0.1203173,0.973481085026083,0.7805266623599432,0.8663856945555989,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
56,class,51967,1,1.080248207,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
57,family,51967,1,1.080248207,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
58,genus,51967,1,1.080248207,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
59,order,51967,1,1.080248207,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
60,phylum,51967,1,1.080248207,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
61,species,51967,1,1.080248207,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
62,superkingdom,51967,1,1.080248207,0.5927412605847623,0.1146981244858653,0.19220120146877348,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
63,class,28890,407,0.115770454,0.960857264472957,0.7670270854382991,0.8530655211978224,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
64,family,28890,407,0.115770454,0.961863749037503,0.7663869181672018,0.8530655222442662,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
65,genus,28890,407,0.115770454,0.9528993988619177,0.760089022962338,0.8456381089843903,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
66,order,28890,407,0.115770454,0.961565311634819,0.7665764859292608,0.8530655219333092,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
67,phylum,28890,407,0.115770454,0.9683143462119492,0.7712145909680412,0.8585932013145451,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
68,species,28890,407,0.115770454,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
69,superkingdom,28890,407,0.115770454,0.9703322250888049,0.7754403205049767,0.8620028118831368,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
70,class,28889,167,0.018130286,0.9960704542868921,0.9732879598606745,0.9845424282891354,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
71,family,28889,167,0.018130286,0.9955670881801018,0.9710153659278373,0.9831329703473516,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
72,genus,28889,167,0.018130286,0.9871698348410863,0.955792798530609,0.9712229630640006,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
73,order,28889,167,0.018130286,0.9955679781030996,0.9712112080489287,0.9832337756544905,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
74,phylum,28889,167,0.018130286,0.996040366536316,0.9734678510806403,0.984619757795261,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
75,species,28889,167,0.018130286,0.9656603638004788,0.8410498832335279,0.8990528971498838,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
76,superkingdom,28889,167,0.018130286,0.9970271559284318,0.9737340913780224,0.9852379702454835,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
77,class,28890,407,0.070697047,0.948579206917036,0.8759211248525538,0.9107984224223534,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
78,family,28890,407,0.070697047,0.9378189699186135,0.8717948716565443,0.9035974767061159,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
79,genus,28890,407,0.070697047,0.919864985107281,0.8660590416412229,0.8921464908664459,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
80,order,28890,407,0.070697047,0.9490152016497259,0.8755496920348741,0.9107984225989951,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
81,phylum,28890,407,0.070697047,0.9591179509891493,0.8806629832883568,0.9182126733059718,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
82,species,28890,407,0.070697047,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
83,superkingdom,28890,407,0.070697047,0.9627205558242433,0.8854274941611574,0.9224527624438071,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
84,class,28890,407,0.076378256,0.9284113517795766,0.7008332146435781,0.7987229566067441,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
85,family,28890,407,0.076378256,0.9301061729552003,0.6998705316565822,0.7987229588087519,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
86,genus,28890,407,0.076378256,0.8952713422415589,0.685629567107016,0.7765453438199471,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
87,order,28890,407,0.076378256,0.9294041177235283,0.7002685622906368,0.7987229578945957,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
88,phylum,28890,407,0.076378256,0.9510940576685483,0.7130728201786573,0.8150567778999538,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
89,species,28890,407,0.076378256,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
90,superkingdom,28890,407,0.076378256,0.9542163716671705,0.7199453762790854,0.8206848139616775,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
91,class,28890,407,0.034525996,0.9858874940878807,0.9118800144493253,0.9474357223752928,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
92,family,28890,407,0.034525996,0.9859036914936001,0.9118661579857061,0.947435722381451,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
93,genus,28890,407,0.034525996,0.9752664751055561,0.9069942301579004,0.9398871940296847,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
94,order,28890,407,0.034525996,0.9858874940878807,0.9118800144493253,0.9474357223752928,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
95,phylum,28890,407,0.034525996,0.9891864394031724,0.913268088578162,0.9497074930692601,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
96,species,28890,407,0.034525996,0.9230834204610123,0.879688958869226,0.9008589194181855,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
97,superkingdom,28890,407,0.034525996,0.9904251305903259,0.9141382805087331,0.9507488874666304,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
98,class,28890,407,0.488043988,0.3932738273014162,0.2424667133347486,0.29997870627348255,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
99,family,28890,407,0.488043988,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
100,genus,28890,407,0.488043988,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
101,order,28890,407,0.488043988,0.39633447867517874,0.2413177705714337,0.29997872041973844,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
102,phylum,28890,407,0.488043988,0.5971589300112641,0.35285706320398574,0.4435915392097437,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
103,species,28890,407,0.488043988,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
104,superkingdom,28890,407,0.488043988,0.6768961629968284,0.40934194003777263,0.5101633554823709,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
105,class,976,834,0.0,0.9219258163726479,0.7363036618006336,0.8187205327562279,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
106,family,976,834,0.0,0.919632836115193,0.7323363709190774,0.8153620468234474,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
107,genus,976,834,0.0,0.9021416602607655,0.7229654312229306,0.8026710664142174,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
108,order,976,834,0.0,0.921800663470635,0.7348259101689385,0.8177569206274343,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
109,phylum,976,834,0.0,0.934242513897768,0.7462582884833819,0.8297313155760775,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
110,species,976,834,0.0,0.6659962547874341,0.5516957428231686,0.6034765471738969,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
111,superkingdom,976,834,0.0,0.9862650741323101,0.7674721808363191,0.8632156146588612,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
112,class,28889,167,0.03156216,0.9868168266003946,0.9045558742231701,0.9438924834143573,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
113,family,28889,167,0.03156216,0.984968275423551,0.9017517714026715,0.9415198413071428,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
114,genus,28889,167,0.03156216,0.9828587593431645,0.899782134939168,0.9394824664639405,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
115,order,28889,167,0.03156216,0.98506075277454,0.9023370381950921,0.9418810353052186,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
116,phylum,28889,167,0.03156216,0.9865077392622286,0.9049079753227073,0.9439426714909211,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
117,species,28889,167,0.03156216,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
118,superkingdom,28889,167,0.03156216,0.9907280388412977,0.9067860707187265,0.9468953579726327,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
119,class,28889,167,0.020868978,0.9984388734125861,0.9896490594030333,0.9940195355917901,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
120,family,28889,167,0.020868978,0.998360804875336,0.9882660495217377,0.993282779837414,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
121,genus,28889,167,0.020868978,0.995622627495466,0.9799490816679548,0.9877186805046606,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
122,order,28889,167,0.020868978,0.998361053630211,0.9884162921635817,0.9933587839270632,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
123,phylum,28889,167,0.020868978,0.9983330048345381,0.9897831932043536,0.9940347150810963,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
124,species,28889,167,0.020868978,0.9886258629746432,0.8917108651474903,0.9376658149220265,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
125,superkingdom,28889,167,0.020868978,0.9984545218869294,0.9899646960129249,0.9941864848339862,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
126,class,28890,407,0.012389386,0.9999699950492124,0.9998349957249179,0.9998974908554414,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
127,family,28890,407,0.012389386,0.9999699950492124,0.9998349957249179,0.9998974908554414,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
128,genus,28890,407,0.012389386,0.9999699828903374,0.9994299855997254,0.9996949113492575,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
129,order,28890,407,0.012389386,0.9999699950492124,0.9998349957249179,0.9998974908554414,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
130,phylum,28890,407,0.012389386,0.99996999955,0.9999849994749891,0.9999724994812444,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
131,species,28890,407,0.012389386,0.9760450450326733,0.9090964851700459,0.9413769721858114,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
132,superkingdom,28890,407,0.012389386,0.9999849996999992,0.9999849996999992,0.9999799997249994,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
133,class,28890,407,0.195864722,0.8796611488502296,0.5456831516303947,0.673539579470939,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
134,family,28890,407,0.195864722,0.8825047574539209,0.5445945945069828,0.6735395852822744,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
135,genus,28890,407,0.195864722,0.5050313269942143,0.3845677226683118,0.4366384253217692,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
136,order,28890,407,0.195864722,0.8822287662864587,0.5446997488986451,0.6735395847172267,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
137,phylum,28890,407,0.195864722,0.9068044300823493,0.5611276810887917,0.6932603992771885,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
138,species,28890,407,0.195864722,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
139,superkingdom,28890,407,0.195864722,0.9187213916701511,0.5725340014542206,0.7054401409965979,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
140,class,651137,49,0.031894266,0.964378434713851,0.8861573255125696,0.9236097078555487,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
141,family,651137,49,0.031894266,0.9645247768526657,0.8860337963096457,0.9236097079170761,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
142,genus,651137,49,0.031894266,0.9455848145222185,0.8775960415874703,0.9103177403825191,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
143,order,651137,49,0.031894266,0.964378434713851,0.8861573255125696,0.9236097078555487,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
144,phylum,651137,49,0.031894266,0.9715913836714641,0.8949312726622852,0.931682079653194,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
145,species,651137,49,0.031894266,0.9333666469770536,0.862531846996412,0.8965473025418641,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
146,superkingdom,651137,49,0.031894266,0.9780003664975583,0.8979907262922565,0.9362843793648385,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
147,class,28890,407,0.231827456,0.8816897094837789,0.5572232342038042,0.6828690773721289,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
148,family,28890,407,0.231827456,0.8845779800162312,0.55607574359186,0.6828690831064785,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
149,genus,28890,407,0.231827456,0.13855437627013353,0.153433570692742,0.14560987779092263,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
150,order,28890,407,0.231827456,0.8842611540922376,0.5562010201380363,0.6828690824761692,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
151,phylum,28890,407,0.231827456,0.9132315583327301,0.5743866364151435,0.7052138496847974,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
152,species,28890,407,0.231827456,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
153,superkingdom,28890,407,0.231827456,0.9275394639983298,0.5871860438656501,0.7191199065009999,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
154,class,28890,407,0.055658351,0.9415734264088158,0.8505013816264506,0.8937183067149687,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
155,family,28890,407,0.055658351,0.9347120628436365,0.8465644609029208,0.8884522540667534,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
156,genus,28890,407,0.055658351,0.9261550935310954,0.8409039980727769,0.881468104089675,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
157,order,28890,407,0.055658351,0.9423807105838251,0.8498437843832102,0.8937183071314864,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
158,phylum,28890,407,0.055658351,0.9558046574633637,0.8576663962233069,0.9040751039483339,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
159,species,28890,407,0.055658351,0.8814131330769731,0.8175022059543626,0.8482505547399825,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
160,superkingdom,28890,407,0.055658351,0.9593123702558202,0.8633692000150253,0.9088106481440649,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
161,class,28890,407,0.108425931,0.9759183238417584,0.8445625209254031,0.9054964952669198,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
162,family,28890,407,0.108425931,0.97667870785935,0.8439938789833215,0.9054964957907418,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
163,genus,28890,407,0.108425931,0.9710090828185696,0.8399655574082099,0.9007411409033261,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
164,order,28890,407,0.108425931,0.9764885007920102,0.844135967669518,0.905496495659297,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
165,phylum,28890,407,0.108425931,0.9804641311249511,0.8474374617377307,0.9091052738542772,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
166,species,28890,407,0.108425931,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
167,superkingdom,28890,407,0.108425931,0.9824428554604228,0.849535556441368,0.9111631192240959,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
168,class,28889,167,0.580348636,0.439476352503479,0.07868024492404636,0.13346328082499226,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
169,family,28889,167,0.580348636,0.17351732220246885,0.030452406301663903,0.051809265899471484,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
170,genus,28889,167,0.580348636,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
171,order,28889,167,0.580348636,0.2749711868277265,0.048428566587430465,0.08235039475644487,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
172,phylum,28889,167,0.580348636,0.43335439000689974,0.07951910974373731,0.13437732082877835,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
173,species,28889,167,0.580348636,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
174,superkingdom,28889,167,0.580348636,0.6702344540687781,0.1256669586484563,0.21164748759333382,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
175,class,28889,167,0.051437191,0.9928678922670829,0.9164288624788348,0.9531132604442766,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
176,family,28889,167,0.051437191,0.9901529572326276,0.9131941815258459,0.9501127255132374,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
177,genus,28889,167,0.051437191,0.9887047448310307,0.911412549119216,0.9484816250803338,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
178,order,28889,167,0.051437191,0.9904393314107415,0.9139277282074438,0.9506415376217596,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
179,phylum,28889,167,0.051437191,0.9928194054348726,0.9165005736370567,0.9531296994994528,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
180,species,28889,167,0.051437191,0.4215531792788108,0.1328474143199178,0.20202445808986144,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
181,superkingdom,28889,167,0.051437191,0.9948865398384462,0.9177743616183237,0.9547710045543665,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
182,class,651137,49,0.185317881,0.7734111143529516,0.626005147665571,0.691939764155012,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
183,family,651137,49,0.185317881,0.7735807666987845,0.6258940455007731,0.6919397643618744,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
184,genus,651137,49,0.185317881,0.6674905863689411,0.5527710289149712,0.6047333291979776,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
185,order,651137,49,0.185317881,0.7734111143529516,0.626005147665571,0.691939764155012,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
186,phylum,651137,49,0.185317881,0.9151404735036647,0.7666848750415017,0.8343555868064042,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
187,species,651137,49,0.185317881,0.0,0.0,0.0,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
188,superkingdom,651137,49,0.185317881,0.9256811922670309,0.7768712251562679,0.8447679504507805,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
189,class,28890,407,0.120344429,0.9082073636210897,0.7786838825334232,0.8384680936860693,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
190,family,28890,407,0.120344429,0.8414267952870944,0.7536316293076553,0.7951080178098827,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
191,genus,28890,407,0.120344429,0.6322016058641534,0.6786551174410713,0.6546002693429739,k=32 w=35 h=12 b=16 l=2 mer-count const. (0.00)
